id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
4650,03N,small_airport,Utirik Airport,11.222,169.852005,4,OC,MH,MH-UTI,Utirik Island,yes,K03N,UTK,03N,,https://en.wikipedia.org/wiki/Utirik_Airport,
7063,0AK,small_airport,Pilot Station Airport,61.934601,-162.899994,305,NA,US,US-AK,Pilot Station,yes,,PQS,0AK,,https://en.wikipedia.org/wiki/Pilot_Station_Airport,
7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12,NA,US,US-AK,Nunapitchuk,yes,PPIT,NUP,16A,,https://en.wikipedia.org/wiki/Nunapitchuk_Airport,
8159,19P,seaplane_base,Port Protection Seaplane Base,56.328800201416,-133.61000061035,0,NA,US,US-AK,Port Protection,yes,19P,PPV,19P,,https://en.wikipedia.org/wiki/Port_Protection_Seaplane_Base,
11318,4A2,small_airport,Atmautluak Airport,60.866699,-162.272996,17,NA,US,US-AK,Atmautluak,yes,,ATT,4A2,,https://en.wikipedia.org/wiki/Atmautluak_Airport,08AK
11487,4K5,small_airport,Ouzinkie Airport,57.925362,-152.496715,55,NA,US,US-AK,Ouzinkie,yes,,KOZ,4K5,,https://en.wikipedia.org/wiki/Ouzinkie_Airport,
11820,4Z7,seaplane_base,Hyder Seaplane Base,55.903324,-130.009975,,NA,US,US-AK,Hyder,yes,,WHD,4Z7,,https://en.wikipedia.org/wiki/Hyder_Seaplane_Base,
12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66,NA,US,US-AK,Aleknagik,yes,5A8,WKK,5A8,,https://en.wikipedia.org/wiki/Aleknagik_Airport,
12429,5KE,seaplane_base,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,,NA,US,US-AK,Ketchikan,yes,,WFB,5KE,,https://en.wikipedia.org/wiki/Ketchikan_Harbor_Seaplane_Base,
13405,6N5,heliport,East 34th Street Heliport,40.74259948730469,-73.97209930419922,10,NA,US,US-NY,New York,yes,6N5,TSS,6N5,,,
13407,6N7,seaplane_base,New York Skyports Inc Seaplane Base,40.735061,-73.972814,,NA,US,US-NY,New York,yes,,QNY,6N7,,https://en.wikipedia.org/wiki/New_York_Skyports_Inc._Seaplane_Base,
14173,7KA,small_airport,Tatitlek Airport,60.871449,-146.690297,62,NA,US,US-AK,Tatitlek,yes,PAKA,TEK,7KA,,https://en.wikipedia.org/wiki/Tatitlek_Airport,
15640,9A3,small_airport,Chuathbaluk Airport,61.579102,-159.216003,244,NA,US,US-AK,Chuathbaluk,yes,PACH,CHU,9A3,,https://en.wikipedia.org/wiki/Chuathbaluk_Airport,
16069,9Z8,small_airport,Levelock Airport,59.12606,-156.860906,39,NA,US,US-AK,Levelock,yes,,KLL,9Z8,,https://en.wikipedia.org/wiki/Levelock_Airport,
16089,A79,small_airport,Chignik Lake Airport,56.2550010681,-158.774993896,50,NA,US,US-AK,Chignik Lake,yes,A79,KCQ,A79,,https://en.wikipedia.org/wiki/Chignik_Lake_Airport,
301649,AGAF,small_airport,Afutara Aerodrome,-9.19138888889,160.948611111,23,OC,SB,SB-ML,Bila,yes,AGAF,AFT,,,https://en.wikipedia.org/wiki/Afutara_Airport,
35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,yes,AGAT,ATD,,,https://en.wikipedia.org/wiki/Uru_Harbour_Airport,
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,yes,AGGA,AKS,,,https://en.wikipedia.org/wiki/Auki_Airport,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.302222222200001,159.798333333,60,OC,SB,SB-RB,Anua,yes,AGGB,BNY,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,,yes,AGGC,CHY,,,https://en.wikipedia.org/wiki/Choiseul_Bay_Airport,
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,,,https://en.wikipedia.org/wiki/Balalae_Airport,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
31885,AGGI,small_airport,Babanakira Airport,-9.7475004196167,159.83900451660156,,OC,SB,SB-GU,Mbambanakira,yes,AGGI,MBU,,,,Mbambanakira Airport
31686,AGGK,small_airport,Ngorangora Airport,-10.449700355500001,161.897994995,54,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,,,https://en.wikipedia.org/wiki/Kirakira_Airport,
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972076416,165.7949981689453,18,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,,,,
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10,OC,SB,SB-WE,Munda,yes,AGGM,MUA,,,https://en.wikipedia.org/wiki/Munda_Airport,
31563,AGGN,small_airport,Nusatupe Airport,-8.09778022766,156.863998413,13,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,,,https://en.wikipedia.org/wiki/Nusatupe_Airport,
31932,AGGO,small_airport,Mono Airport,-7.416940212249756,155.56500244140625,,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,,,https://en.wikipedia.org/wiki/Mono_Airport,
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.533900260925293,160.06300354003906,,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,,,,
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),
32238,AGGU,small_airport,Marau Airport,-9.861669540409999,160.824996948,,OC,SB,SB-GU,Marau,yes,AGGU,RUS,,,https://en.wikipedia.org/wiki/Marau_Airport,
32564,AGGV,small_airport,Suavanao Airport,-7.585559844970703,158.7310028076172,,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,,,,
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,,,https://en.wikipedia.org/wiki/Yandina_Airport,
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,,,https://en.wikipedia.org/wiki/Kaghau_Airport,Kagau Island
35168,AGOK,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70,OC,SB,SB-WE,Gatokae,yes,AGOK,GTA,,,https://en.wikipedia.org/wiki/Gatokae_Aerodrome,
35170,AGRM,small_airport,Ramata Airport,-8.168060302734375,157.64300537109375,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,,,https://en.wikipedia.org/wiki/Ramata_Airport,
299328,AIP,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16,OC,MH,MH-ALL,Bigatyelang Island,yes,,AIC,,,https://en.wikipedia.org/wiki/Ailinglaplap_Airok_Airport,
16174,AK81,seaplane_base,Amook Bay Seaplane Base,57.4715003967,-153.815002441,,NA,US,US-AK,Amook Bay,yes,AK81,AOS,AK81,,https://en.wikipedia.org/wiki/Amook_Bay_Seaplane_Base,
45229,AMC,small_airport,Mar de Cortés International Airport,31.351987,-113.305177,71,NA,MX,MX-SON,Puerto Peñasco,yes,MMPE,PPE,83550,,https://en.wikipedia.org/wiki/Mar_de_Cort%C3%A9s_International_Airport,
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22,OC,NR,NR-14,Yaren District,yes,ANYN,INU,,,https://en.wikipedia.org/wiki/Nauru_International_Airport,ANAU
301672,ATP,small_airport,Aitape Airport,-3.1436111111100002,142.346805556,10,OC,PG,PG-SAN,Aitape,yes,AYAI,ATP,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,
35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.059999465942383,148.88099670410156,,OC,AU,AU-QLD,Hayman Island,yes,,HIS,,,,
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,
53,AYBK,medium_airport,Buka Airport,-5.4223198890686035,154.67300415039062,11,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,,,https://en.wikipedia.org/wiki/Buka_Airport,
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,,,https://en.wikipedia.org/wiki/Chimbu_Airport,
55,AYDU,medium_airport,Daru Airport,-9.08675956726,143.207992554,20,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,,,https://en.wikipedia.org/wiki/Daru_Airport,
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,,,https://en.wikipedia.org/wiki/Goroka_Airport,
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,,,https://en.wikipedia.org/wiki/Gurney_Airport,
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,,,https://en.wikipedia.org/wiki/Girua_Airport,
59,AYHK,large_airport,Hoskins Airport,-5.46217,150.404999,66,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,,,https://en.wikipedia.org/wiki/Hoskins_Airport,
302264,AYIQ,small_airport,Aropa Airport,-6.305417,155.728139,20,OC,PG,PG-NSB,Kieta,yes,AYIQ,KIE,KIA,,https://en.wikipedia.org/wiki/Kieta_Airport,
35188,AYKA,small_airport,Losuia Airport,-8.505820274353027,151.08099365234375,27,OC,PG,PG-MBA,Losuia,yes,AYKA,LSA,,,https://en.wikipedia.org/wiki/Losuia_Airport,Formerly Kiriwina Airport
35185,AYKI,small_airport,Kiunga Airport,-6.1257100105285645,141.28199768066406,88,OC,PG,PG-WPD,Kiunga,yes,AYKI,UNG,,,https://en.wikipedia.org/wiki/Kiunga_Airport,
35184,AYKK,small_airport,Kikori Airport,-7.424379825592041,144.2500762939453,50,OC,PG,PG-GPK,Kikori,yes,AYKK,KRI,,,,
60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,,,https://en.wikipedia.org/wiki/Kerema_Airport,
61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,,,https://en.wikipedia.org/wiki/Kavieng_Airport,
31837,AYKY,small_airport,Londolovit Airport,-3.04361009598,152.628997803,167,OC,PG,PG-NIK,Londolovit,yes,AYKY,LNV,,,https://en.wikipedia.org/wiki/Lihir_Island_Airport,"Lihir Island, Kunaye"
62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,,,https://en.wikipedia.org/wiki/Madang_Airport,
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.826789855957031,144.29600524902344,5388,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,,,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,,,https://en.wikipedia.org/wiki/Mendi_Airport,
65,AYMO,large_airport,Momote Airport,-2.06189,147.423996,12,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,,,https://en.wikipedia.org/wiki/Momote_Airport,
31981,AYMR,small_airport,Moro Airport,-6.36332988739,143.238006592,2740,OC,PG,PG-SHM,Moro,yes,AYMR,MXH,,,https://en.wikipedia.org/wiki/Moro_Airport,
31911,AYMS,small_airport,Misima Island Airport,-10.689200401299999,152.837997437,26,OC,PG,PG-MBA,Misima Island,yes,AYMS,MIS,,,https://en.wikipedia.org/wiki/Misima_Airport,
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380355834961,147.22000122070312,146,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,
32451,AYTA,small_airport,Tari Airport,-5.84499979019,142.947998047,5500,OC,PG,PG-HE,Tari,yes,AYTA,TIZ,,,,
32425,AYTB,small_airport,Tabubil Airport,-5.27861,141.225998,1570,OC,PG,PG-WPD,Tabubil,yes,AYTB,TBG,,,https://en.wikipedia.org/wiki/Tabubil_Airport,
307594,AYTI,small_airport,Tapini Airport,-8.35666666667,146.989166667,3100,OC,PG,PG-CPM,Tapini,yes,AYTI,TPI,TAP,,https://en.wikipedia.org/wiki/Tapini_Airport,
68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,,,https://en.wikipedia.org/wiki/Rabaul_Airport,
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,,,https://en.wikipedia.org/wiki/Vanimo_Airport,
70,AYWD,medium_airport,Wapenamanda Airport,-5.6433,143.895004,5889,OC,PG,PG-EPW,Wapenamanda,yes,AYWD,WBM,,,https://en.wikipedia.org/wiki/Wapenamanda_Airport,
71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,,,https://en.wikipedia.org/wiki/Wewak_International_Airport,
307247,AYWT,small_airport,Woitape Airport,-8.54583333333,147.2525,5200,OC,PG,PG-CPM,Fatima Mission,yes,AYWT,WTP,WTP,,https://en.wikipedia.org/wiki/Woitape_Airport,
312469,AYYR,small_airport,Yasuru Airport,-6.6015,146.1813,1520,OC,PG,PG-MPL,Yasuru,yes,AYYR,KSX,YAS,,,
27301,BCW,medium_airport,Benguera Island Airport,-21.853300094604492,35.43830108642578,,AF,MZ,MZ-I,Benguera Island,yes,,BCW,,,https://en.wikipedia.org/wiki/Benguera_Island_Airport,
31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74,NA,GL,GL-U-A,Aasiaat,yes,BGAA,JEG,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport,
43214,BGAG,heliport,Aappilattoq (Qaasuitsup) Heliport,72.88703,-55.596287,42,NA,GL,GL-U-A,Qaasuitsup,yes,BGAG,AOQ,AAP,,https://en.wikipedia.org/wiki/Aappilattoq_(Qaasuitsup)_Heliport,
42247,BGAM,heliport,Tasiilaq Heliport,65.612296,-37.618335,24,NA,GL,GL-U-A,Tasiilaq,yes,BGAM,AGM,AGM,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/tasiilaq/,https://en.wikipedia.org/wiki/Tasiilaq_Heliport,Ammassalik Island
35286,BGAT,heliport,Attu Heliport,67.9406628551,-53.6218696833,32,NA,GL,GL-U-A,Attu,yes,BGAT,QGQ,,,https://en.wikipedia.org/wiki/Attu_Heliport,
113,BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,112,NA,GL,GL-U-A,Narsarsuaq,yes,BGBW,UAK,,,https://en.wikipedia.org/wiki/Narsarsuaq_Airport,
35299,BGCH,heliport,Qasigiannguit Heliport,68.822815547,-51.1734473705,70,NA,GL,GL-U-A,Qasigiannguit,yes,BGCH,JCH,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qasigiannguit/,https://en.wikipedia.org/wiki/Qasigiannguit_Heliport,
30839,BGCO,small_airport,Neerlerit Inaat Airport,70.7431030273,-22.6504993439,45,NA,GL,GL-U-A,Neerlerit Inaat,yes,BGCO,CNP,,,https://en.wikipedia.org/wiki/Nerlerit_Inaat_Airport,Constable Point
44052,BGET,heliport,Eqalugaarsuit Heliport,60.6197196536,-45.9140619636,9,NA,GL,GL-U-A,Eqalugaarsuit,yes,BGET,QFG,,,,
114,BGGH,medium_airport,Godthaab / Nuuk Airport,64.190903,-51.678101,283,NA,GL,GL-U-A,Nuuk,yes,BGGH,GOH,,,https://en.wikipedia.org/wiki/Nuuk_Airport,Nuussuaq
35300,BGGN,heliport,Qeqertarsuaq Heliport,69.251181993,-53.5148763657,9,NA,GL,GL-U-A,Qeqertarsuaq Airport,yes,BGGN,JGO,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qeqertarsuaq/,https://en.wikipedia.org/wiki/Qeqertarsuaq_Heliport,
44054,BGIG,heliport,Iginniarfik,68.1472255861,-53.1735277176,50,NA,GL,GL-U-A,Iginniarfik,yes,BGIG,QFI,,,https://en.wikipedia.org/wiki/Iginniarfik_Heliport,
35290,BGIK,heliport,Ikerassaarsuk Heliport,68.14088100629999,-53.4414589405,165,NA,GL,GL-U-A,Ikerassaarsuk,yes,BGIK,QRY,,,https://en.wikipedia.org/wiki/Ikerasaarsuk_Heliport,
35291,BGIL,heliport,Ilimanaq Heliport,69.0809150007,-51.1143153906,52,NA,GL,GL-U-A,Ilimanaq,yes,BGIL,XIQ,,,https://en.wikipedia.org/wiki/Ilimanaq_Heliport,
44056,BGIN,heliport,Innarsuit Heliport,73.199895,-56.010817,95,NA,GL,GL-U-A,Innarsuit,yes,BGIN,IUI,INN,,https://en.wikipedia.org/wiki/Innaarsuit_Heliport,
44057,BGIS,heliport,Isortoq Heliport,65.547792,-38.976552,92,NA,GL,GL-U-A,Isortoq,yes,BGIS,IOQ,ISO,,https://en.wikipedia.org/wiki/Isortoq_Heliport,
35289,BGIT,heliport,Ikamiut Heliport,68.6342530984,-51.8322622776,49,NA,GL,GL-U-A,Ikamiut,yes,BGIT,QJI,,,https://en.wikipedia.org/wiki/Ikamiut_Heliport,
35298,BGJH,heliport,Qaqortoq Heliport,60.715684155299996,-46.0299186409,53,NA,GL,GL-U-A,Qaqortoq,yes,BGJH,JJU,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qaqortoq/,https://en.wikipedia.org/wiki/Qaqortoq_Heliport,
31694,BGJN,small_airport,Ilulissat Airport,69.243202,-51.057098,95,NA,GL,GL-U-A,Ilulissat,yes,BGJN,JAV,,,https://en.wikipedia.org/wiki/Ilulissat_Airport,
35292,BGKA,heliport,Kangaatsiaq Heliport,68.3126574861,-53.4602075815,17,NA,GL,GL-U-A,Kangaatsiaq,yes,BGKA,QPW,,,https://en.wikipedia.org/wiki/Kangaatsiaq_Heliport,
31786,BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117,NA,GL,GL-U-A,Kulusuk,yes,BGKK,KUS,,,https://en.wikipedia.org/wiki/Kulusuk_Airport,"Kap Dan, BGKD"
44060,BGKM,heliport,Kuummiut Heliport,65.863935,-36.997919,89,NA,GL,GL-U-A,Kuummiut,yes,BGKM,KUZ,KMT,,https://en.wikipedia.org/wiki/Kuummiit_Heliport,
43218,BGKQ,heliport,Kullorsuaq Heliport,74.57805,-57.226828,148,NA,GL,GL-U-A,Kullorsuaq,yes,BGKQ,KHQ,KLQ,,https://en.wikipedia.org/wiki/Kullorsuaq_Heliport,
43217,BGKS,heliport,Kangersuatsiaq Heliport,72.381092,-55.536586,112,NA,GL,GL-U-A,Kangersuatsiaq,yes,BGKS,KGQ,KAQ,,https://en.wikipedia.org/wiki/Kangersuatsiaq_Heliport,
35293,BGKT,heliport,Kitsissuarsuit Heliport,68.85792599759999,-53.123295307199996,18,NA,GL,GL-U-A,Kitsissuarsuit,yes,BGKT,QJE,,,https://en.wikipedia.org/wiki/Kitsissuarsuit_Heliport,
31711,BGMQ,small_airport,Maniitsoq Airport,65.412498,-52.9394,91,NA,GL,GL-U-A,Maniitsoq,yes,BGMQ,JSU,,,https://en.wikipedia.org/wiki/Maniitsoq_Airport,
35295,BGNS,heliport,Narsaq Heliport,60.9172827256,-46.059923172,83,NA,GL,GL-U-A,Narsaq,yes,BGNS,JNS,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/narsaq/,https://en.wikipedia.org/wiki/Narsaq_Heliport,
44063,BGNT,heliport,Niaqornat Heliport,70.789385,-53.662945,10,NA,GL,GL-U-A,Niaqornat,yes,BGNT,NIQ,NIA,,https://en.wikipedia.org/wiki/Niaqornat_Heliport,
43220,BGNU,heliport,Nuussuaq Heliport,74.109853,-57.065037,184,NA,GL,GL-U-A,Nuussuaq,yes,BGNU,NSQ,NUS,,https://en.wikipedia.org/wiki/Nuussuaq_Heliport,
44065,BGPT,small_airport,Paamiut Airport,62.0147361755,-49.6709365845,120,NA,GL,GL-U-A,Paamiut,yes,BGPT,JFR,,,https://en.wikipedia.org/wiki/Paamiut_Airport,
43221,BGQE,heliport,Qeqertaq Heliport,69.9958611087,-51.3009166718,69,NA,GL,GL-U-A,Qeqertaq,yes,BGQE,QQT,,,https://en.wikipedia.org/wiki/Qeqertaq_Heliport,
32004,BGQQ,small_airport,Qaanaaq Airport,77.4886016846,-69.3887023926,51,NA,GL,GL-U-A,Qaanaaq,yes,BGQQ,NAQ,,,https://en.wikipedia.org/wiki/Qaanaaq_Airport,
44058,BGSC,heliport,Ittoqqortoormiit Heliport,70.4882288244,-21.971679925900002,238,NA,GL,GL-U-A,Ittoqqortoormiit,yes,BGSC,OBY,,,https://en.wikipedia.org/wiki/Ittoqqortoormiit_Heliport,
115,BGSF,medium_airport,Kangerlussuaq Airport,67.012222,-50.711603,165,NA,GL,GL-U-A,Kangerlussuaq,yes,BGSF,SFJ,,,https://en.wikipedia.org/wiki/Kangerlussuaq_Airport,Sondre Stromfjord
44070,BGSI,heliport,Siorapaluk Heliport,77.786517,-70.638657,102,NA,GL,GL-U-A,Siorapaluk,yes,BGSI,SRK,SIO,,https://en.wikipedia.org/wiki/Siorapaluk_Heliport,
31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,NA,GL,GL-U-A,Sisimiut,yes,BGSS,JHS,,https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/,https://en.wikipedia.org/wiki/Sisimiut_Airport,
44068,BGSV,heliport,Savissivik Heliport,76.018613,-65.117683,24,NA,GL,GL-U-A,Savissivik,yes,BGSV,SVR,SAV,,https://en.wikipedia.org/wiki/Savissivik_Heliport,
116,BGTL,medium_airport,Thule Air Base,76.5311965942,-68.7032012939,251,NA,GL,GL-U-A,Thule,yes,BGTL,THU,,,https://en.wikipedia.org/wiki/Thule_Air_Base,Pituffik
44076,BGTN,heliport,Tiniteqilaaq Heliport,65.892027,-37.783409,15,NA,GL,GL-U-A,Tiniteqilaaq,yes,BGTN,TQI,TNT,,https://en.wikipedia.org/wiki/Tiniteqilaaq_Heliport,
31713,BGUK,small_airport,Upernavik Airport,72.7901992798,-56.1305999756,414,NA,GL,GL-U-A,Upernavik,yes,BGUK,JUV,,,https://en.wikipedia.org/wiki/Upernavik_Airport,
43225,BGUM,heliport,Uummannaq Heliport,70.6804279261,-52.111630439799995,50,NA,GL,GL-U-A,Uummannaq,yes,BGUM,UMD,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/uummannaq/,https://en.wikipedia.org/wiki/Uummannaq_Heliport,
31709,BGUQ,small_airport,Qaarsut Airport,70.7341995239,-52.6962013245,289,NA,GL,GL-U-A,Uummannaq,yes,BGUQ,JQA,,,https://en.wikipedia.org/wiki/Qaarsut_Airport,
43223,BGUT,heliport,Ukkusissat Heliport,71.049438,-51.890016,223,NA,GL,GL-U-A,Ukkusissat,yes,BGUT,JUK,UKK,,https://en.wikipedia.org/wiki/Ukkusissat_Heliport,
117,BIAR,medium_airport,Akureyri Airport,65.66000366210938,-18.07270050048828,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,,,https://en.wikipedia.org/wiki/Akureyri_Airport,
119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,,,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,
31549,BIGR,small_airport,Grímsey Airport,66.5458,-18.0173,66,EU,IS,IS-6,Grímsey,yes,BIGR,GRY,,,,
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,EU,IS,IS-8,Höfn,yes,BIHN,HFN,,,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport,
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48,EU,IS,IS-6,Húsavík,yes,BIHU,HZK,,,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport,
122,BIIS,medium_airport,Ísafjörður Airport,66.05809783935547,-23.135299682617188,8,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,,,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station,REK"
125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,,,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK
127,BITN,small_airport,Þórshöfn Airport,66.218498,-15.3356,65,EU,IS,IS-6,Þórshöfn,yes,BITN,THO,,,https://en.wikipedia.org/wiki/Thorshofn_Airport,Thorshofn
32593,BIVO,small_airport,Vopnafjörður Airport,65.72059631347656,-14.850600242614746,16,EU,IS,IS-7,Vopnafjörður,yes,BIVO,VPN,,,,
312172,BJT,seaplane_base,Bentota River Waterdrome,6.431,79.996,,AS,LK,LK-1,Bentota,yes,,BJT,,,https://en.wikipedia.org/wiki/Bentota_River_Airport,
4614,BKPR,medium_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport,"LYPR, Pristina, Slatina Air Base"
28482,BMQ,small_airport,Bamburi Airport,-3.983363,39.730982,52,AF,KE,KE-300,Bamburi,yes,HKBM,BMQ,,,https://en.wikipedia.org/wiki/Bamburi_Airport,
301979,BOT,small_airport,Bosset Airport,-7.237257,141.1063222,80,OC,PG,PG-WPD,Bosset,yes,AYET,BOT,BST,,https://en.wikipedia.org/wiki/Bosset_Airport,Boset
333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940,SA,BR,BR-BA,Vitória da Conquista,yes,SBVC,VDC,BA0005,,https://en.wikipedia.org/wiki/Glauber_Rocha_Airport,SSVC
35303,BS-NSB,seaplane_base,Bimini North Seaplane Base,25.767000198364258,-79.25,,NA,BS,BS-BI,Bimini,yes,,NSB,,,,
